DateValid;DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;COMPLEMENT;EXTENSION;PERS_INTERNET;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
13/02/2009 16:59:26;FOOTBALL;TOULOUSE RANGUEIL FOOTBALL CLUB;;;537945.0;;Bât A;www.trfc.free.fr;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;TERRAIN DE SPORT BARRAN;112;Chemin des côtes de Pech David;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.589766, 1.415235
18/01/2011 15:48:47;FOOTBALL;TOULOUSE SAINT JO;;;544815.0;;;www.toulousestjofooball.eu;Juncasse - Argoulets;LES ARGOULETS;TERRAIN DE FOOTBALL ENGAZONNE ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.621936, 1.475599
02/08/2013 16:54:39;FOOTBALL GAELIQUE;TOLOSA DESPORTS GAELIC;W313013584;;;;;www.tolosagaels.fr;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.683441, 1.318569
16/04/2009 16:45:43;full contact;TOAC section FULL CONTACT;;;;;BIS;www.toac-boxe.fr;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.490129, 1.5158
10/03/2011 15:30:05;éveil à la gym;COQUELICOT TOULOUSE GYM;;;20031012.0;;centre sportif Léo Lagrange;www.ctgym.fr;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.608901, 1.441787
23/02/2011 16:20:00;gymnastique artistique;ASEAT;;;20031041.0;;;www.aseat.fr;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
09/02/2011 14:46:22;gymnastique artistique;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;;;shirka2@free.fr;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.565192, 1.296042
09/02/2011 14:46:22;gymnastique artistique;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;;;shirka2@free.fr;Ramier;PARC DES SPORTS;SALLE DE SPORTS PARC DES SPORTS;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.561764, 1.306196
21/01/2009 16:27:25;handball;TOULOUSE FEMININ HANDBALL;;;2431066.0;;;www.tfhb.org;Compans;ENSEMBLE COMPANS;GYMNASE COMPANS CAFFARELLI;1;Rue du Canon d' Arcole;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
10/03/2011 15:59:00;handball;TOULOUSE UNION HANDBALL;;;2431001.0;;;www.toulousehandball.com;Compans;ENSEMBLE COMPANS;PALAIS DES SPORTS ANDRE BROUAT;1;Rue du Canon d' Arcole;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
10/03/2011 15:59:00;handball;TOULOUSE UNION HANDBALL;;;2431001.0;;;www.toulousehandball.com;Juncasse - Argoulets;LES ARGOULETS;GYMNASE DES ARGOULETS;52;Rue Dinetard;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.614806, 1.478052
20/01/2011 14:04:49;ATHLETISME ADAPTE (EN STADE);ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport;W311001621;31AS479;;;;www.handicapdefi.com;Ginestous;ZONE RECREATIVE DE SESQUIERES;PISTE SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.58443, 1.381991
06/01/2009 10:14:49;footing;SAKURA CLUB TOULOUSAIN;319499.0;31AS812;14311420.0;;;asct.toulouse.free.fr;Minimes;GR SCOL PIERRE ET MARIE CURIE;GYMNASE PIERRE ET MARIE CURIE;36;Rue de la Jeunesse;31200.0;TOULOUSE;Non;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;43.621063, 1.442643
21/01/2011 10:04:01;JUDO ADAPTE;BALMA SAINT EXUPERY 31;;;3015311040.0;;;www.bse31.com;Pont des Demoiselles;COMPLEXE PRIVÉ;Balma Saint-Exupéry 31;52;Avenue Antoine de Saint Exupéry;31400.0;Toulouse;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.583177, 1.471575
09/12/2008 17:16:59;JUDO ADAPTE;CROIX DE PIERRE JUDO;;;5015312600.0;;;croixdepierrejudo.free.fr;Croix de Pierre;COLLEGE MAURICE BECANNE;GYMNASE MAURICE BECANNE;14;Rue Pierre Bourthoumieux;31300.0;TOULOUSE;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;43.584057, 1.425751
18/01/2011 16:48:31;JUDO ADAPTE;JUDO TOULOUSE CROIX DAURADE;3/06729;31AS698;5015311470.0;;;jtcd.free.fr;Croix Daurade;GROUPE SCOLAIRE LAPUJADE;GYMNASE LAPUJADE;26;Route d' Albi;31200.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.635127, 1.463877
20/01/2011 14:04:05;NATATION;ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport;W311001621;31AS479;14311220.0;;;www.handicapdefi.com;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;43.578277, 1.414519
13/05/2011 16:19:21;hochey sur gazon;TUC Section HOCKEY SUR GAZON;;;;;;www.tuc.asso.fr;Juncasse - Argoulets;LES ARGOULETS;TERRAIN DE FOOTBALL ENGAZONNE ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.589745, 1.429588
10/03/2011 17:05:45;hockey sur glace;TOULOUSE BLAGNAC HOCKEY CLUB (LES BELOUGAS);;;;;;www.tbhc.fr;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PATINOIRE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;
15/10/2012 16:55:54;JUDO;BALMA SAINT EXUPERY 31;;;3015311040.0;;;www.bse31.com;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.577522, 1.455107
10/03/2011 14:34:51;JUDO;DOJOTONIC;;;5015312680.0;;;www.dojotonic.com;Les Chalets;COMPLEXE PRIVÉ;Espace Tonic;28;Boulevard Matabiau;31000.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;43.61494, 1.444684
01/02/2011 15:34:36;JUDO;UNION SPORTIVE PONT DES DEMOISELLES;323575.0;31AS756;5015310140.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
10/06/2010 16:47:41;karaté;Saint Sernin Karaté;;;;;;www.saintserninkarate.fr;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.608901, 1.441787
14/04/2009 16:12:52;karaté;SHAOLIN;314014.0;31AS799;310042.0;;;shaolin-toulouse.com;Marengo Jolimont;COMPLEXE PRIVÉ;Complexe Shaolin;9;Rue du Général Jean Compans;31500.0;Toulouse;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;
13/05/2011 16:29:05;karaté;TUC Section KARATE;W313009718;;310090.0;;;www.tuc.asso.fr;;COMPLEXE PRIVÉ;Université de Toulouse Mirail;;;31058.0;Toulouse cédex 9;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.667997, 1.429367
18/04/2012 17:11:06;kung-Fu;MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG;;;;;;shaolinmidipyrenees.org;Arnaud Bernard;COMPLEXE PRIVÉ;Planet Gym;11;Rue Urbain Vitry;31000.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.606425, 1.439734
01/02/2011 16:47:31;NIHON TAI-JITSU;FOUJI SAKURA RYU;W313012954;;310712.0;;;foujisakuraryu.club.sportsregions.fr;La Cépière;ACADEMIE DES ARTS MARTIAUX;ACADEMIE DES ARTS MARTIAUX;39;Avenue de Lombez;;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.589773, 1.373132
05/09/2013 15:47:14;marche;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
04/10/2011 17:12:52;ALPINISME;ASPTT GRAND TOULOUSE OMNISPORT;;;;;;perso.wanadoo.fr/d.hoizey;;Extérieurs de Toulouse;Le Caroux;;;;Au Caroux;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
31/03/2009 10:57:53;ALPINISME;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;;;caftoulouse.free.fr;;Extérieurs de Toulouse;Les Alpes;;;;Dans les Alpes;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
31/03/2009 10:57:53;ALPINISME;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;;;caftoulouse.free.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
31/03/2009 11:08:24;ESCALADE;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;;;caftoulouse.free.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.604268, 1.441019
15/01/2009 10:40:28;ESCALADE;ESCAPADE CLUB;13823.0;31AS349;31018.0;;ZI de Montaudran;escapadeclub.net;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
18/02/2011 16:34:32;CAPOEIRA;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;www.ascm-montaudran.com;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.573964, 1.48466
18/01/2011 17:19:26;CAPOEIRA;ASSOCIATION CAPOEIRAGEM;W313002552;3106JEP0088;;;Appt 52 Bât E;www.capoeiragem.fr;Arnaud Bernard;COMPLEXE PRIVÉ;Planet Gym;11;Rue Urbain Vitry;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.606425, 1.439734
09/02/2011 17:23:54;CAPOEIRA;GINGA NAGO TOULOUSE;W313002877;;;;;www.ginganagotoulouse.com;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
23/02/2011 15:12:06;VIET VO DAO;ASEAT;;;401.0;;;www.aseat.fr;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
20/09/2011 15:40:50;VIET VO DAO;TAM TAO TOULOUSE;;;310686.0;;;www.tamtao.free.fr - laurent-chateau@club-internet.fr;Pont des Demoiselles;GROUPE SCOLAIRE ANATOLE FRANCE;GYMNASE ANATOLE FRANCE;21;Boulevard de la Méditerranée;31400.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.584701, 1.461953
24/03/2009 15:58:12;AEROMODELISME;AERO CLUB LES AILES TOULOUSAINES;;31AS211;606.0;;Aérodrome de Toulouse Lasbordes;ailes.toulousaines.free.fr/;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.609568, 1.497847
14/04/2009 15:15:15;AIKIDO;CETAM - Centre d'Etudes Toulousain des Arts Martiaux;6485.0;3199ET0005;15310130.0;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.604268, 1.441019
12/05/2009 16:01:18;AIKIDO;L'UNION DES ARTS;W313000506;31AS646;310204.0;;;www.uniondesarts.com;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
04/10/2011 17:05:02;ATHLETISME ADAPTE (EN STADE);ASPTT section ATHLETISME;;;31001.0;;;www.toulouse.asptt.com;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;AIRE DE JEUX PECH DAVID;112;Chemin des côtes de Pech David;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.589766, 1.415235
10/03/2011 14:23:31;BADMINTON;ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON;;;;Appt 121;;www.astmb.fr;Bellefontaine;ALBAN MINVILLE;GYMNASE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.619471, 1.302739
25/08/2008 12:23:08;BADMINTON;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;;;Juncasse - Argoulets;Complexe du TCMS;Gymnase Surcouf;2;Avenue de l' Hers;31500.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.613425, 1.478851
26/09/2007 11:01:56;BASKET-BALL;ASVEC Toulouse Mirail;;;;BP 1373;;;Reynerie;ENSEMBLE SPORT EDUCAT REYNERIE;COSEC REYNERIE;7;Cheminement Jean-François Lesueur;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.568918, 1.406585
24/03/2009 17:11:31;BASKET-BALL;TOAC section BASKET;3079.0;8849.0;2331008.0;;;www.toac-basket.org/;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.664547, 1.503845
06/09/2012 15:01:32;BASKET-BALL;TOULOUSE BASKET CLUB;;;2331073.0;Bureau 213;;www.toulouse-basket-club.fr;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.606579, 1.451622
05/09/2013 15:38:07;DANSE INDIENNE - BOLLYWOOD;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
01/10/2009 09:17:57;BOWLING;ASPTT section BOWLING;3075.0;2198.0;31108.0;;Appt 63;www.toulouse.asptt.com;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.640724, 1.482143
02/02/2011 16:32:29;BOWLING;ECOLE DE BOWLING DE TOULOUSE;W313001670;31AS866;31695.0;chez M. Daniel BLIN;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;43.621047, 1.435368
21/11/2008 17:00:20;BOWLING;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;776945800.0;Bat B;;bowling.toac.free.fr;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.600098, 1.322538
05/01/2009 17:35:15;BOWLING;TOULOUSE BOWLING CLUB;;;10.0;;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.58071, 1.4195
11/02/2011 15:34:30;quilles de huit;SPORT QUILLES TOULOUSAIN;;;31509.0;;;;Ginestous;ZONE RECREATIVE DE SESQUIERES;BOULODROME SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;43.647997, 1.414089
21/01/2011 09:47:48;quilles de huit;SQAAT - SPORT QUILLES DE 8 SECTION AMICALE DES AVEYRONNAIS DE TOULOUSE;4957.0;;;;;sqaat.wife.com;Ginestous;ZONE RECREATIVE DE SESQUIERES;BOULODROME SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.551417, 1.532693
26/09/2007 10:39:09;BOXE ANGLAISE;ASVEC Toulouse Mirail;;;;B.P.1373;;;Reynerie;ENSEMBLE SPORT EDUCAT REYNERIE;COSEC REYNERIE;7;Cheminement Jean-François Lesueur;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
05/09/2013 15:41:50;CIRQUE;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
07/10/2011 14:48:57;CYCLOTOURISME;ASPTT section CYCLOTOURISME;;;1769.0;;;www.toulouse.asptt.com;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
13/05/2011 16:11:59;CYCLOTOURISME;TUC OMNISPORTS- Toulouse Université Club;;;;;Université Toulouse MIRAIL;www.tuc.asso.fr;;COMPLEXE PRIVÉ;Université de Toulouse Mirail;;;31058.0;Toulouse cédex 9;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.604268, 1.441019
18/02/2011 16:16:06;DANSE AFRICAINE;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;www.ascm-montaudran.com;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
07/10/2011 17:10:09;DANSE DE SALON / DANSE PAR COUPLES;ASPTT section DANSE DE SALON;;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
19/01/2011 15:53:31;DANSE DE SALON / DANSE PAR COUPLES;VIRE ET VOLTE;3125798.0;88049.0;31555541.0;;;www.virevolte.fr;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.578802, 1.383944
07/01/2009 17:07:31;danses artistiques;CENTRE DE DANSE JAMES CARLES;;;;;;www.jamescarles.com;Amidonniers;COMPLEXE PRIVÉ;Centre de danse James Carles;;Rue des Amidonniers;31000.0;Toulouse;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.606332, 1.422301
07/01/2009 17:19:37;danses artistiques;ENTRECHAT;;;310493.0;;;croixdepierreculture@free.fr;Croix de Pierre;COMPLEXE PRIVÉ;Entrechat;2;Rue Lafage;;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.584808, 1.426465
01/02/2011 16:17:27;gymnastique volontaire;ANATOLE FRANCE - gymnastique volontaire;;;31004.0;;;;Pont des Demoiselles;GROUPE SCOLAIRE ANATOLE FRANCE;GYMNASE ANATOLE FRANCE;21;Boulevard de la Méditerranée;31400.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.584701, 1.461953
04/10/2011 17:36:02;gymnastique volontaire;LA MENUISIERE gymnastique volontaire;479122954.0;31AS679;1733.0;Bât. B;;;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.64429, 1.446693
16/02/2011 17:15:52;gymnastique volontaire;UEREPS - Gymnase Volontaire;15069.0;31AS1118;31006.0;;;;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.572931, 1.463274
02/02/2011 16:51:12;équitation;ASSOCIATION CHEVAL GARONNE;3/278774;31AS1152;320000.0;;;chevalgaronne.com;Ginestous;COMPLEXE PRIVÉ;Association Cheval Garonne;50;Chemin de Ginestous;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.638203, 1.410371
16/02/2011 16:35:06;équitation;CENTRE EQUESTRE DE L'ECOLE NATIONALE VETERINAIRE DE TOULOUSE;105218.0;03107ET0118;3100000.0;BP 87614;;centre-equestre-veto.envt.fr/spip/;Lardenne;COMPLEXE PRIVÉ;Ecole Nationale Vétérinaire de Toulouse;23;Chemin des Capelles;31300.0;Toulouse;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;
04/10/2011 17:26:25;plongée;C.O.P.S;;;8310395.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
18/01/2011 16:17:41;plongée;CLUB SUBAQUATIQUE TOULOUSAIN;3969.0;31S25;831022.0;;;csat.free.fr;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.593607, 1.462219
20/01/2011 11:34:38;plongée;EVASION SOUS-MARINE;3/11427;31AS161;831122.0;;;club.esm@laposte.net;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.4326, 1.442968
04/10/2011 17:36:31;plongée;NAPUKA;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
23/02/2011 15:15:31;FOOTBALL;ASEAT;;;530133.0;;;www.aseat.fr;Juncasse - Argoulets;LES ARGOULETS;TERRAIN DE FOOTBALL STABILISE ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.621936, 1.475599
28/02/2011 15:13:44;FOOTBALL;JEUNESSE SPORTIVE DES PRADETTES;;;547206.0;;;www.jstpradettes.com;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;TERRAIN DE FOOTBALL DES PRADETTES;;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.578802, 1.383944
31/01/2011 14:23:27;FOOTBALL;TOULOUSE FOOTBALL CROIX DAURADE;;;551897.0;Bât B25;chez JD Promotion;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
21/02/2013 11:34:14;FOOTBALL;TROPIK 'CLUB TOULOUSE;;;549759.0;appt 175;;www.tropikfc.fr;Casselardit;RESERVE FONCIERE CARTOUCHERIE;TERRAIN DE SPORT CARTOUCHERIE;5;Avenue Raymond Badiou;31300.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.573375, 1.488212
24/03/2009 16:16:19;FOOTBALL;UNION SPORTIVE DE POUVOURVILLE;4656.0;31AS212;512971.0;;;pouvourvillefoot.fr;Pouvourville;EQUIP QUARTIER POUVOURVILLE;TERRAIN DE SPORT DE POUVOURVILLE;4;Impasse de Sarrangines;31400.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.550403, 1.45051
23/02/2011 15:00:41;football féminin;TFC - Toulouse Football Club;7390.0;31AS88;524391.0;;;www.tfc.info;Ramier;PARC DES SPORTS;STADIUM;5;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.583959, 1.436448
16/04/2009 16:37:43;full contact;FULL CONTACT LEO LAGRANGE;W313009131;31AS1033;95223100610.0;Appt 177;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.562897, 1.407587
05/01/2009 15:23:41;golf;GOLF CLUB DE TOULOUSE;105218.0;31AS1011;34.0;;;;;COMPLEXE PRIVÉ;Golf Club de Toulouse;;;31320.0;Vieille Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.524242, 1.445664
10/03/2011 16:43:36;golf;GOLF DE TEOULA;;;;;;www.golftoulouseteoula.com;;GOLF DU TEOULA;GOLF DU TEOULA;;;31830.0;PLAISANCE DU TOUCH;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;43.565192, 1.296042
23/02/2011 15:54:46;éveil à la gym;ASEAT;;;;;;www.aseat.fr;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.615771, 1.470962
09/02/2011 14:43:59;gymnastique forme et loisirs;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;;;;Les Pradettes;ENSEMBLE MARCEL CERDAN;COSEC MARCEL CERDAN;7;Chemin de la Cépière;31100.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.551059, 1.274041
10/03/2011 15:32:48;gymnastique artistique;COQUELICOT TOULOUSE GYM;;;20031012.0;;centre sportif Léo Lagrange;www.ctgym.fr;Ramier;PARC DES SPORTS;SALLE DE SPORTS PARC DES SPORTS;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.60593, 1.453138
10/03/2011 15:33:06;gymnastique rytmique;COQUELICOT TOULOUSE GYM;;;20031012.0;;centre sportif Léo Lagrange;www.ctgym.fr;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.608901, 1.441787
04/10/2011 17:37:40;MUSCULATION - HALTEROPHILIE;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;TCMS;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
