DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;PERS_INTERNET;EXTENSION;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;COMPLEMENT;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
kung-Fu;MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG;;;;shaolinmidipyrenees.org;;Arnaud Bernard;COMPLEXE PRIVÉ;Planet Gym;11;Rue Urbain Vitry;31000.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.606425, 1.439734
NIHON TAI-JITSU;FOUJI SAKURA RYU;W313012954;;310712.0;foujisakuraryu.club.sportsregions.fr;;La Cépière;ACADEMIE DES ARTS MARTIAUX;ACADEMIE DES ARTS MARTIAUX;39;Avenue de Lombez;;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.589773, 1.373132
marche;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ALPINISME;ASPTT GRAND TOULOUSE OMNISPORT;;;;perso.wanadoo.fr/d.hoizey;;;Extérieurs de Toulouse;Le Caroux;;;;Au Caroux;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
ALPINISME;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Alpes;;;;Dans les Alpes;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ALPINISME;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ESCALADE;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.604268, 1.441019
ESCALADE;ESCAPADE CLUB;13823.0;31AS349;31018.0;escapadeclub.net;ZI de Montaudran;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
CAPOEIRA;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;www.ascm-montaudran.com;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.573964, 1.48466
CAPOEIRA;ASSOCIATION CAPOEIRAGEM;W313002552;3106JEP0088;;www.capoeiragem.fr;Appt 52 Bât E;Arnaud Bernard;COMPLEXE PRIVÉ;Planet Gym;11;Rue Urbain Vitry;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.606425, 1.439734
CAPOEIRA;GINGA NAGO TOULOUSE;W313002877;;;www.ginganagotoulouse.com;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
VIET VO DAO;ASEAT;;;401.0;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
VIET VO DAO;TAM TAO TOULOUSE;;;310686.0;www.tamtao.free.fr - laurent-chateau@club-internet.fr;;Pont des Demoiselles;GROUPE SCOLAIRE ANATOLE FRANCE;GYMNASE ANATOLE FRANCE;21;Boulevard de la Méditerranée;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.584701, 1.461953
AEROMODELISME;AERO CLUB LES AILES TOULOUSAINES;;31AS211;606.0;ailes.toulousaines.free.fr/;Aérodrome de Toulouse Lasbordes;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.609568, 1.497847
AIKIDO;CETAM - Centre d'Etudes Toulousain des Arts Martiaux;6485.0;3199ET0005;15310130.0;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.604268, 1.441019
AIKIDO;L'UNION DES ARTS;W313000506;31AS646;310204.0;www.uniondesarts.com;;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
ATHLETISME ADAPTE (EN STADE);ASPTT section ATHLETISME;;;31001.0;www.toulouse.asptt.com;;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;AIRE DE JEUX PECH DAVID;112;Chemin des côtes de Pech David;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.589766, 1.415235
BADMINTON;ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON;;;;www.astmb.fr;;Bellefontaine;ALBAN MINVILLE;GYMNASE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;Appt 121;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.619471, 1.302739
BADMINTON;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;;Juncasse - Argoulets;Complexe du TCMS;Gymnase Surcouf;2;Avenue de l' Hers;31500.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.613425, 1.478851
BASKET-BALL;ASVEC Toulouse Mirail;;;;;;Reynerie;ENSEMBLE SPORT EDUCAT REYNERIE;COSEC REYNERIE;7;Cheminement Jean-François Lesueur;31100.0;TOULOUSE;BP 1373;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.568918, 1.406585
BASKET-BALL;TOAC section BASKET;3079.0;8849.0;2331008.0;www.toac-basket.org/;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.664547, 1.503845
BASKET-BALL;TOULOUSE BASKET CLUB;;;2331073.0;www.toulouse-basket-club.fr;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Bureau 213;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.606579, 1.451622
DANSE INDIENNE - BOLLYWOOD;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
BOWLING;ASPTT section BOWLING;3075.0;2198.0;31108.0;www.toulouse.asptt.com;Appt 63;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.640724, 1.482143
BOWLING;ECOLE DE BOWLING DE TOULOUSE;W313001670;31AS866;31695.0;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;chez M. Daniel BLIN;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;43.621047, 1.435368
BOWLING;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;776945800.0;bowling.toac.free.fr;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;Bat B;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.600098, 1.322538
BOWLING;TOULOUSE BOWLING CLUB;;;10.0;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.58071, 1.4195
quilles de huit;SPORT QUILLES TOULOUSAIN;;;31509.0;;;Ginestous;ZONE RECREATIVE DE SESQUIERES;BOULODROME SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;43.647997, 1.414089
quilles de huit;SQAAT - SPORT QUILLES DE 8 SECTION AMICALE DES AVEYRONNAIS DE TOULOUSE;4957.0;;;sqaat.wife.com;;Ginestous;ZONE RECREATIVE DE SESQUIERES;BOULODROME SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.551417, 1.532693
BOXE ANGLAISE;ASVEC Toulouse Mirail;;;;;;Reynerie;ENSEMBLE SPORT EDUCAT REYNERIE;COSEC REYNERIE;7;Cheminement Jean-François Lesueur;31100.0;TOULOUSE;B.P.1373;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
CIRQUE;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
CYCLOTOURISME;ASPTT section CYCLOTOURISME;;;1769.0;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
CYCLOTOURISME;TUC OMNISPORTS- Toulouse Université Club;;;;www.tuc.asso.fr;Université Toulouse MIRAIL;;COMPLEXE PRIVÉ;Université de Toulouse Mirail;;;31058.0;Toulouse cédex 9;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.604268, 1.441019
DANSE AFRICAINE;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;www.ascm-montaudran.com;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
DANSE DE SALON / DANSE PAR COUPLES;ASPTT section DANSE DE SALON;;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
DANSE DE SALON / DANSE PAR COUPLES;VIRE ET VOLTE;3125798.0;88049.0;31555541.0;www.virevolte.fr;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.578802, 1.383944
danses artistiques;CENTRE DE DANSE JAMES CARLES;;;;www.jamescarles.com;;Amidonniers;COMPLEXE PRIVÉ;Centre de danse James Carles;;Rue des Amidonniers;31000.0;Toulouse;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.606332, 1.422301
danses artistiques;ENTRECHAT;;;310493.0;croixdepierreculture@free.fr;;Croix de Pierre;COMPLEXE PRIVÉ;Entrechat;2;Rue Lafage;;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.584808, 1.426465
gymnastique volontaire;ANATOLE FRANCE - gymnastique volontaire;;;31004.0;;;Pont des Demoiselles;GROUPE SCOLAIRE ANATOLE FRANCE;GYMNASE ANATOLE FRANCE;21;Boulevard de la Méditerranée;31400.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.584701, 1.461953
gymnastique volontaire;LA MENUISIERE gymnastique volontaire;479122954.0;31AS679;1733.0;;;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;Bât. B;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.64429, 1.446693
gymnastique volontaire;UEREPS - Gymnase Volontaire;15069.0;31AS1118;31006.0;;;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.572931, 1.463274
équitation;ASSOCIATION CHEVAL GARONNE;3/278774;31AS1152;320000.0;chevalgaronne.com;;Ginestous;COMPLEXE PRIVÉ;Association Cheval Garonne;50;Chemin de Ginestous;31200.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.638203, 1.410371
équitation;CENTRE EQUESTRE DE L'ECOLE NATIONALE VETERINAIRE DE TOULOUSE;105218.0;03107ET0118;3100000.0;centre-equestre-veto.envt.fr/spip/;;Lardenne;COMPLEXE PRIVÉ;Ecole Nationale Vétérinaire de Toulouse;23;Chemin des Capelles;31300.0;Toulouse;BP 87614;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;
plongée;C.O.P.S;;;8310395.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
plongée;CLUB SUBAQUATIQUE TOULOUSAIN;3969.0;31S25;831022.0;csat.free.fr;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.593607, 1.462219
plongée;EVASION SOUS-MARINE;3/11427;31AS161;831122.0;club.esm@laposte.net;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.4326, 1.442968
plongée;NAPUKA;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
FOOTBALL;ASEAT;;;530133.0;www.aseat.fr;;Juncasse - Argoulets;LES ARGOULETS;TERRAIN DE FOOTBALL STABILISE ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.621936, 1.475599
FOOTBALL;JEUNESSE SPORTIVE DES PRADETTES;;;547206.0;www.jstpradettes.com;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;TERRAIN DE FOOTBALL DES PRADETTES;;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.578802, 1.383944
FOOTBALL;TOULOUSE FOOTBALL CROIX DAURADE;;;551897.0;;chez JD Promotion;;;;;;;;Bât B25;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
FOOTBALL;TROPIK 'CLUB TOULOUSE;;;549759.0;www.tropikfc.fr;;Casselardit;RESERVE FONCIERE CARTOUCHERIE;TERRAIN DE SPORT CARTOUCHERIE;5;Avenue Raymond Badiou;31300.0;TOULOUSE;appt 175;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.573375, 1.488212
FOOTBALL;UNION SPORTIVE DE POUVOURVILLE;4656.0;31AS212;512971.0;pouvourvillefoot.fr;;Pouvourville;EQUIP QUARTIER POUVOURVILLE;TERRAIN DE SPORT DE POUVOURVILLE;4;Impasse de Sarrangines;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.550403, 1.45051
football féminin;TFC - Toulouse Football Club;7390.0;31AS88;524391.0;www.tfc.info;;Ramier;PARC DES SPORTS;STADIUM;5;Allée Gabriel Biénès;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.583959, 1.436448
full contact;FULL CONTACT LEO LAGRANGE;W313009131;31AS1033;95223100610.0;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Appt 177;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.562897, 1.407587
golf;GOLF CLUB DE TOULOUSE;105218.0;31AS1011;34.0;;;;COMPLEXE PRIVÉ;Golf Club de Toulouse;;;31320.0;Vieille Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.524242, 1.445664
golf;GOLF DE TEOULA;;;;www.golftoulouseteoula.com;;;GOLF DU TEOULA;GOLF DU TEOULA;;;31830.0;PLAISANCE DU TOUCH;;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;43.565192, 1.296042
éveil à la gym;ASEAT;;;;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.615771, 1.470962
gymnastique forme et loisirs;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;;;Les Pradettes;ENSEMBLE MARCEL CERDAN;COSEC MARCEL CERDAN;7;Chemin de la Cépière;31100.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.551059, 1.274041
gymnastique artistique;COQUELICOT TOULOUSE GYM;;;20031012.0;www.ctgym.fr;centre sportif Léo Lagrange;Ramier;PARC DES SPORTS;SALLE DE SPORTS PARC DES SPORTS;7;Allée Gabriel Biénès;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.60593, 1.453138
gymnastique rytmique;COQUELICOT TOULOUSE GYM;;;20031012.0;www.ctgym.fr;centre sportif Léo Lagrange;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.608901, 1.441787
MUSCULATION - HALTEROPHILIE;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;TCMS;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
MUSCULATION - HALTEROPHILIE;TOULOUSE HALTERO CLUB;;;;;Résidence les Jardins de Beaucaire;Carmes;COLLEGE CLEMENCE ISAURE ANNEXE;GYMNASE FABRE;46;Avenue de la Garonnette;31000.0;TOULOUSE;Apt A 24;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.609048, 1.460158
handball;TEC - Toulouse Electrogaz Club;;;;;Chez M. Jean-François Mangin;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;43.604268, 1.441019
ATHLETISME ADAPTE (EN STADE);TCMS section ATHLETISME;16075.0;03100ET0019C;31009.0;www.tcms-athletisme.com;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
ATHLETISME ADAPTE (EN STADE);TOAC section ATHLETISME;;;31010.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
BASKET-BALL;TOULOUSE INVALIDE CLUB;9624.0;31.0;227.0;tlseic.free.fr;;Minimes;STADE DES MINIMES;GYMNASE MINIMES ARNAUNE;105;Avenue Frédéric Estèbe;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;43.580039, 1.516093
JUDO ADAPTE;CETAM - Centre d'Etudes Toulousain des Arts Martiaux;6485.0;3199ET0005;;;;Saint Aubin - Dupuy;GROUPE SCOLAIRE CALVINHAC;GYMNASE CALVINHAC;6;Rue Jacques Labatut;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.598045, 1.454765
JUDO ADAPTE;SAKURA CLUB TOULOUSAIN;319499.0;31AS812;14031420.0;asct.toulouse.free.fr;;Minimes;GR SCOL PIERRE ET MARIE CURIE;GYMNASE PIERRE ET MARIE CURIE;36;Rue de la Jeunesse;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.621063, 1.442643
JUDO ADAPTE;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;www.toulousejudo.com;;Saint Simon;Nouveau Complexe Municipal;Centre d'animation Saint Simon;10;Chemin de Liffard;31100.0;TOULOUSE;2ème étage - bureau 207;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.60969, 1.44913
tennis de table;ASPTT section TENNIS DE TABLE;;;22310006.0;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
tennis de table;TOAC section TENNIS DE TABLE;03197ET0087;8849.0;22310011.0;www.toac-tt.fr;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.604268, 1.441019
TORBALL;SAKURA CLUB TOULOUSAIN;319499.0;31AS812;14311420.0;asct.toulouse.free.fr;;Minimes;GR SCOL PIERRE ET MARIE CURIE;GYMNASE PIERRE ET MARIE CURIE;36;Rue de la Jeunesse;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.621063, 1.442643
JUDO;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;
JUDO;ASEAT;;;;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
JUDO;BALMA SAINT EXUPERY 31;;;3015311040.0;www.bse31.com;;Pont des Demoiselles;COMPLEXE PRIVÉ;Balma Saint-Exupéry 31;52;Avenue Antoine de Saint Exupéry;31400.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.583177, 1.471575
JUDO;JUDO OLYMPIA GYM;;31AS977;;olympiagym.free.fr;;Matabiau;COMPLEXE PRIVÉ;Judo Olympia Gym;9;Rue Caffarelli;31000.0;Toulouse;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.608465, 1.450373
JUDO;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;www.toulousejudo;;;;;;;;;2ème étage - bureau 207;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
kendo;TOULOUSE JUDO;W313013163;31AS1316;5015313340.0;www.touloujudo.com;;;;;;;;;2ème étage - bureau 207;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
KALARIPPAYAT;ASSOCIATION FRANCAISE DE KALARIPPAYAT;;;;;;;;;;;;;Maison de Quartier Fontaine LESTANG;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
karaté;FRANCE SHOTOKAN TOULOUSE;12248.0;0319ET01105;310658.0;fsktoulouse.ifrance.com;;Roseraie;COMPLEXE PRIVÉ;Dojo de la Roseraie;4;Chemin de Nicol;31200.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.602587, 1.437577
karaté;SHITODENKAN KARATE CLUB;;;310648.0;www.shitodenkan.fr.tc;;Saint Michel;COLLEGE EMILE ZOLA;Gymnase Emile Zola;15;Rue Jean Pierre Blanchard;31400.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.76446, 1.759432
kung-Fu;CAY DAO BINH DINH;20030029.0;;310692.0;binhdinh.free.fr;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.707846, 1.38485
KENJUTSU;ASSOCIATION ALIZARINE;4313012657.0;;;shintaidotoulouse.wordpress.com;BIS;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;GYMNASE GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.619623, 1.443313
KENJUTSU;ASSOCIATION ALIZARINE;4313012657.0;;;shintaidotoulouse.wordpress.com;BIS;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.629916, 1.453896
CANYONISME;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caltoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
ESCALADE;ASPTT GRAND TOULOUSE OMNISPORT;;;;www.toulouse.asptt.com;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ESCALADE;CADETS DE TOULOUSE;5885.0;19533.0;31005.0;www.kdtoulouse.free.fr;;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
BOXE THAILANDAISE / MUAY THAI;A S MACCABI TOULOUSE;;;850458.0;www.maccabitoulouse.com;section muay thaï;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608901, 1.441787
AQUAGYM;TOULOUSE ACTIVITE PRE ET POSTNATALE;;;;;Appt. 27;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
éveil aquatique;BEBES DAUPHINS TOULOUSAINS;W313003093;31AS546;135072.0;www.bbdt31.org;;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Complexe Sportif Léo Lagrange;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.60593, 1.453138
éveil aquatique;BEBES DAUPHINS TOULOUSAINS;W313003093;31AS546;135072.0;www.bbdt31.org;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Complexe Sportif Léo Lagrange;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.607433, 1.453754
NATATION;LE CERCLE DES NAGEURS DE CUGNAUX;;;;;;;ZONE DE LA RAMEE;Piscine la Ramée;;;31170.0;TOURNEFEUILLE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.575595, 1.270976
NATATION;LES DAUPHINS DU TOEC;;;2131389.0;www.lesdauphinsdutoec.com;Complexe Sportif Léo Lagrange;Saint Michel;ENSEMBLE BERTHELOT CALAS;PISCINE ROGER PRADIE;46;Rue des Saules;31400.0;TOULOUSE;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.607986, 1.438383
WATER-POLO;STADE TOULOUSAIN NATATION;;;;www.stadetoulousainnatation.fr;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PISCINE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;
paintball;LES TONTONS FLINGUEURS;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.664547, 1.503845
pelote basque;STADE TOULOUSAIN PELOTE;;;676.0;;;Juncasse - Argoulets;LES ARGOULETS;PELOTE BASQUE ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.577522, 1.455107
